Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,Group,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR17266325,postnatal 21 days,RNA-Seq,150,156935250,PRJNA789927,SAMN24174792,64733214,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444363,wild type,PN90,NextSeq 500,GSM5740731,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740731,Lung,SRP351417,C57BL/6,lung
SRR17266332,postnatal 21 days,RNA-Seq,150,280491450,PRJNA789927,SAMN24174799,114710118,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444356,wild type,PN90,NextSeq 500,GSM5740724,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740724,Lung,SRP351417,C57BL/6,lung
SRR17266335,postnatal 21 days,RNA-Seq,150,332101650,PRJNA789927,SAMN24174802,133999342,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444353,wild type,PN90,NextSeq 500,GSM5740721,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740721,Lung,SRP351417,C57BL/6,lung
SRR17266337,postnatal 21 days,RNA-Seq,150,172283550,PRJNA789927,SAMN24174804,70733794,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444351,wild type,PN90,NextSeq 500,GSM5740719,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740719,Lung,SRP351417,C57BL/6,lung
SRR17266338,postnatal 21 days,RNA-Seq,150,89426700,PRJNA789927,SAMN24174805,36357929,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444350,wild type,PN90,NextSeq 500,GSM5740718,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740718,Lung,SRP351417,C57BL/6,lung
SRR17266345,postnatal 21 days,RNA-Seq,150,84038700,PRJNA789927,SAMN24174812,33927160,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444343,wild type,PN90,NextSeq 500,GSM5740711,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740711,Lung,SRP351417,C57BL/6,lung
SRR17266347,postnatal 21 days,RNA-Seq,150,192046800,PRJNA789927,SAMN24174814,78934535,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444341,wild type,PN21,NextSeq 500,GSM5740709,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740709,Lung,SRP351417,C57BL/6,lung
SRR17266363,postnatal 21 days,RNA-Seq,150,164100150,PRJNA789927,SAMN24174914,68712166,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444325,wild type,PN21,NextSeq 500,GSM5740609,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740609,Lung,SRP351417,C57BL/6,lung
SRR17266364,postnatal 21 days,RNA-Seq,150,232924800,PRJNA789927,SAMN24174915,97455053,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444324,wild type,PN21,NextSeq 500,GSM5740608,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740608,Lung,SRP351417,C57BL/6,lung
SRR17266366,postnatal 21 days,RNA-Seq,150,261878550,PRJNA789927,SAMN24174917,108210827,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444322,wild type,PN21,NextSeq 500,GSM5740606,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740606,Lung,SRP351417,C57BL/6,lung
SRR17266368,postnatal 21 days,RNA-Seq,150,218219100,PRJNA789927,SAMN24174919,90594819,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444320,wild type,PN21,NextSeq 500,GSM5740604,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740604,Lung,SRP351417,C57BL/6,lung
SRR17266377,postnatal 21 days,RNA-Seq,150,137976300,PRJNA789927,SAMN24174928,57849204,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444311,wild type,PN21,NextSeq 500,GSM5740595,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740595,Lung,SRP351417,C57BL/6,lung
SRR17266384,postnatal 21 days,RNA-Seq,150,203438700,PRJNA789927,SAMN24174991,85155823,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444304,wild type,PN21,NextSeq 500,GSM5740532,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740532,Lung,SRP351417,C57BL/6,lung
SRR17266387,postnatal 21 days,RNA-Seq,150,256139850,PRJNA789927,SAMN24174994,106360247,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444301,wild type,PN21,NextSeq 500,GSM5740529,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740529,Lung,SRP351417,C57BL/6,lung
SRR17266395,postnatal 21 days,RNA-Seq,150,201410250,PRJNA789927,SAMN24175002,84107948,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444293,wild type,PN21,NextSeq 500,GSM5740521,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740521,Lung,SRP351417,C57BL/6,lung
SRR17266398,postnatal 21 days,RNA-Seq,150,231381150,PRJNA789927,SAMN24175005,95704522,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444290,wild type,PN21,NextSeq 500,GSM5740518,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740518,Lung,SRP351417,C57BL/6,lung
SRR17266412,postnatal 21 days,RNA-Seq,150,169689750,PRJNA789927,SAMN24174431,69382949,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444276,wild type,PN120,NextSeq 500,GSM5741092,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741092,Lung,SRP351417,C57BL/6,lung
SRR17266416,postnatal 21 days,RNA-Seq,150,250110900,PRJNA789927,SAMN24174435,102170934,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444272,wild type,PN120,NextSeq 500,GSM5741088,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741088,Lung,SRP351417,C57BL/6,lung
SRR17266420,postnatal 21 days,RNA-Seq,150,275429700,PRJNA789927,SAMN24174439,114118144,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444268,wild type,PN120,NextSeq 500,GSM5741084,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741084,Lung,SRP351417,C57BL/6,lung
SRR17266421,postnatal 21 days,RNA-Seq,150,273146400,PRJNA789927,SAMN24174440,112346944,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444267,wild type,PN120,NextSeq 500,GSM5741083,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741083,Lung,SRP351417,C57BL/6,lung
SRR17266434,postnatal 21 days,RNA-Seq,150,293299650,PRJNA789927,SAMN24174453,121215784,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444254,wild type,PN120,NextSeq 500,GSM5741070,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741070,Lung,SRP351417,C57BL/6,lung
SRR17266440,postnatal 21 days,RNA-Seq,150,204028350,PRJNA789927,SAMN24174515,84836243,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444248,wild type,PN120,NextSeq 500,GSM5741008,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741008,Lung,SRP351417,C57BL/6,lung
SRR17266442,postnatal 21 days,RNA-Seq,150,195185550,PRJNA789927,SAMN24174517,80930167,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444246,wild type,PN120,NextSeq 500,GSM5741006,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741006,Lung,SRP351417,C57BL/6,lung
SRR17266444,postnatal 21 days,RNA-Seq,150,238508250,PRJNA789927,SAMN24174519,98328084,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444244,wild type,PN120,NextSeq 500,GSM5741004,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741004,Lung,SRP351417,C57BL/6,lung
SRR17266449,postnatal 21 days,RNA-Seq,150,225874350,PRJNA789927,SAMN24174524,93621251,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444239,wild type,PN120,NextSeq 500,GSM5740999,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740999,Lung,SRP351417,C57BL/6,lung
SRR17266451,postnatal 21 days,RNA-Seq,150,165673200,PRJNA789927,SAMN24174526,67987414,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444237,wild type,PN120,NextSeq 500,GSM5740997,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740997,Lung,SRP351417,C57BL/6,lung
SRR17266454,postnatal 21 days,RNA-Seq,150,227355600,PRJNA789927,SAMN24174529,94317857,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444234,wild type,PN120,NextSeq 500,GSM5740994,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740994,Lung,SRP351417,C57BL/6,lung
SRR17266460,postnatal 21 days,RNA-Seq,150,48497250,PRJNA789927,SAMN24174535,19974295,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444228,wild type,PN120,NextSeq 500,GSM5740988,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740988,Lung,SRP351417,C57BL/6,lung
SRR17266470,postnatal 21 days,RNA-Seq,150,170462400,PRJNA789927,SAMN24174545,70571150,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444218,wild type,PN120,NextSeq 500,GSM5740978,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740978,Lung,SRP351417,C57BL/6,lung
SRR17266474,postnatal 21 days,RNA-Seq,150,188168100,PRJNA789927,SAMN24174549,78320807,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444214,wild type,PN120,NextSeq 500,GSM5740974,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740974,Lung,SRP351417,C57BL/6,lung
SRR17266482,postnatal 21 days,RNA-Seq,150,214563450,PRJNA789927,SAMN24174375,88657312,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444644,wild type,PN120,NextSeq 500,GSM5741148,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741148,Lung,SRP351417,C57BL/6,lung
SRR17266484,postnatal 21 days,RNA-Seq,150,204180750,PRJNA789927,SAMN24174377,84987741,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444642,wild type,PN120,NextSeq 500,GSM5741146,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741146,Lung,SRP351417,C57BL/6,lung
SRR17266486,postnatal 21 days,RNA-Seq,150,214837050,PRJNA789927,SAMN24174379,88425508,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444640,wild type,PN120,NextSeq 500,GSM5741144,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741144,Lung,SRP351417,C57BL/6,lung
SRR17266502,postnatal 21 days,RNA-Seq,150,211109250,PRJNA789927,SAMN24174395,88030321,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444624,wild type,PN120,NextSeq 500,GSM5741128,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741128,Lung,SRP351417,C57BL/6,lung
SRR17266503,postnatal 21 days,RNA-Seq,150,175506600,PRJNA789927,SAMN24174396,73869393,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444623,wild type,PN120,NextSeq 500,GSM5741127,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741127,Lung,SRP351417,C57BL/6,lung
SRR17266504,postnatal 21 days,RNA-Seq,150,8100,PRJNA789927,SAMN24174397,65388,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444622,wild type,PN120,NextSeq 500,GSM5741126,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741126,Lung,SRP351417,C57BL/6,lung
SRR17266505,postnatal 21 days,RNA-Seq,150,247984200,PRJNA789927,SAMN24174398,102685308,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444621,wild type,PN120,NextSeq 500,GSM5741125,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741125,Lung,SRP351417,C57BL/6,lung
SRR17266508,postnatal 21 days,RNA-Seq,150,174371550,PRJNA789927,SAMN24174401,73288393,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444618,wild type,PN120,NextSeq 500,GSM5741122,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741122,Lung,SRP351417,C57BL/6,lung
SRR17266510,postnatal 21 days,RNA-Seq,150,231103200,PRJNA789927,SAMN24174459,95570605,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444616,wild type,PN120,NextSeq 500,GSM5741064,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741064,Lung,SRP351417,C57BL/6,lung
SRR17266521,postnatal 21 days,RNA-Seq,150,198027450,PRJNA789927,SAMN24174470,82347422,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444605,wild type,PN120,NextSeq 500,GSM5741053,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741053,Lung,SRP351417,C57BL/6,lung
SRR17266523,postnatal 21 days,RNA-Seq,150,192339150,PRJNA789927,SAMN24174472,79902660,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444603,wild type,PN120,NextSeq 500,GSM5741051,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741051,Lung,SRP351417,C57BL/6,lung
SRR17266534,postnatal 21 days,RNA-Seq,150,235150800,PRJNA789927,SAMN24174483,97820540,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444592,wild type,PN120,NextSeq 500,GSM5741040,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741040,Lung,SRP351417,C57BL/6,lung
SRR17266537,postnatal 21 days,RNA-Seq,150,171305700,PRJNA789927,SAMN24174486,71319612,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444677,wild type,PN120,NextSeq 500,GSM5741037,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741037,Lung,SRP351417,C57BL/6,lung
SRR17266539,postnatal 21 days,RNA-Seq,150,208608450,PRJNA789927,SAMN24174600,85613562,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444587,wild type,PN120,NextSeq 500,GSM5740923,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740923,Lung,SRP351417,C57BL/6,lung
SRR17266548,postnatal 21 days,RNA-Seq,150,155328600,PRJNA789927,SAMN24174609,63380275,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444578,wild type,PN90,NextSeq 500,GSM5740914,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740914,Lung,SRP351417,C57BL/6,lung
SRR17266550,postnatal 21 days,RNA-Seq,150,168145800,PRJNA789927,SAMN24174611,68348342,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444576,wild type,PN90,NextSeq 500,GSM5740912,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740912,Lung,SRP351417,C57BL/6,lung
SRR17266552,postnatal 21 days,RNA-Seq,150,222097500,PRJNA789927,SAMN24174613,91340330,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444574,wild type,PN90,NextSeq 500,GSM5740910,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740910,Lung,SRP351417,C57BL/6,lung
SRR17266555,postnatal 21 days,RNA-Seq,150,198837150,PRJNA789927,SAMN24174616,81661407,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444571,wild type,PN90,NextSeq 500,GSM5740907,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740907,Lung,SRP351417,C57BL/6,lung
SRR17266568,postnatal 21 days,RNA-Seq,150,238970250,PRJNA789927,SAMN24174657,97009995,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444558,wild type,PN90,NextSeq 500,GSM5740866,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740866,Lung,SRP351417,C57BL/6,lung
SRR17266572,postnatal 21 days,RNA-Seq,150,257039850,PRJNA789927,SAMN24174661,104076746,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444554,wild type,PN90,NextSeq 500,GSM5740862,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740862,Lung,SRP351417,C57BL/6,lung
SRR17266579,postnatal 21 days,RNA-Seq,150,110911800,PRJNA789927,SAMN24174668,43732968,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444547,wild type,PN90,NextSeq 500,GSM5740855,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740855,Lung,SRP351417,C57BL/6,lung
SRR17266583,postnatal 21 days,RNA-Seq,150,125619600,PRJNA789927,SAMN24174672,49763760,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444543,wild type,PN90,NextSeq 500,GSM5740851,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740851,Lung,SRP351417,C57BL/6,lung
SRR17266584,postnatal 21 days,RNA-Seq,150,320172000,PRJNA789927,SAMN24174673,129999397,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444542,wild type,PN90,NextSeq 500,GSM5740850,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740850,Lung,SRP351417,C57BL/6,lung
SRR17266586,postnatal 21 days,RNA-Seq,150,150571350,PRJNA789927,SAMN24174675,59697307,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444540,wild type,PN90,NextSeq 500,GSM5740848,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740848,Lung,SRP351417,C57BL/6,lung
SRR17266591,postnatal 21 days,RNA-Seq,150,4050,PRJNA789927,SAMN24174680,60257,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444535,wild type,PN90,NextSeq 500,GSM5740843,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740843,Lung,SRP351417,C57BL/6,lung
SRR17266593,postnatal 21 days,RNA-Seq,150,224548800,PRJNA789927,SAMN24174682,91873580,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444873,wild type,PN90,NextSeq 500,GSM5740841,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740841,Lung,SRP351417,C57BL/6,lung
SRR17266595,postnatal 21 days,RNA-Seq,150,101700750,PRJNA789927,SAMN24174740,40335799,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444531,wild type,PN90,NextSeq 500,GSM5740783,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740783,Lung,SRP351417,C57BL/6,lung
SRR17266605,postnatal 21 days,RNA-Seq,150,18070350,PRJNA789927,SAMN24174750,7465939,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444521,wild type,PN90,NextSeq 500,GSM5740773,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740773,Lung,SRP351417,C57BL/6,lung
SRR17266611,postnatal 21 days,RNA-Seq,150,162079350,PRJNA789927,SAMN24174756,66108123,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444515,wild type,PN90,NextSeq 500,GSM5740767,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740767,Lung,SRP351417,C57BL/6,lung
SRR17266612,postnatal 21 days,RNA-Seq,150,40569600,PRJNA789927,SAMN24174757,16578272,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444514,wild type,PN90,NextSeq 500,GSM5740766,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740766,Lung,SRP351417,C57BL/6,lung
SRR17266618,postnatal 21 days,RNA-Seq,150,133451700,PRJNA789927,SAMN24174763,53273482,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444508,wild type,PN90,NextSeq 500,GSM5740760,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740760,Lung,SRP351417,C57BL/6,lung
SRR17266620,postnatal 21 days,RNA-Seq,150,187105650,PRJNA789927,SAMN24174765,76456733,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444506,wild type,PN90,NextSeq 500,GSM5740758,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740758,Lung,SRP351417,C57BL/6,lung
SRR17266624,postnatal 21 days,RNA-Seq,150,272381100,PRJNA789927,SAMN24174559,112676563,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444940,wild type,PN120,NextSeq 500,GSM5740964,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740964,Lung,SRP351417,C57BL/6,lung
